match id,dataset_type,win_pred_team_id,win_pred_score,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr
9250275,r1,90,0.33203767318833566,0.0,0.3333333333333333,0.9953719622318018,23,0.9973785948954295,0.11162790697674418,0.25,0.0196078431372549,0.0,0.045454545454545456,lightboost,no,9,4,0.1
9262189,r1,36098,0.39956958263263653,135.41644851893537,0.6923076923076923,0.936344192597616,1050,0.9871900884111392,0.8361177406523469,0.8064516129032258,0.3442622950819672,6.1166312225914865,0.9629629629629629,lightboost,no,9,4,0.1
9128776,r1,48334,0.48923495169733683,149.62253101491123,0.8947368421052632,1.109617947578854,1552,1.1391904931478525,0.9841571609632446,1.0714285714285714,0.7530864197530864,7.255113177558567,0.9705882352941176,lightboost,no,9,4,0.1
9586919,r1,36112,0.4591494821288991,127.80004652305392,0.35714285714285715,0.9648368585044619,1026,0.95170435044804,0.6638655462184874,0.6666666666666666,1.4878048780487805,6.8102819231602325,1.2790697674418605,lightboost,no,9,4,0.1
9128538,r1,30414,0.538460410994142,149.42035262316588,2.5,1.152621457170781,1492,1.0658081210224,1.3247559893522627,1.2857142857142858,0.3103295404167282,7.051271186440677,0.9846153846153847,lightboost,no,9,4,0.1
9516653,r1,30407,0.5553540908165987,147.69812283078633,0.4666666666666667,0.9098429112423018,1245,0.867220421630385,0.8658790826963169,0.9655172413793104,0.6721311475409836,7.487731393185939,1.7142857142857142,lightboost,no,9,4,0.1
9516534,r1,36014,0.5170235006332943,161.5865017894272,0.7272727272727273,1.0131971674372329,1350,0.9869930164620199,0.9061032863849765,1.2058823529411764,0.3442622950819672,7.02095892704908,1.1063829787234043,lightboost,no,9,4,0.1
9085474,r1,9701,0.6095693761686022,157.4690471322928,3.4,0.923008256464876,1370,0.836755280340931,1.322082931533269,1.2608695652173914,0.6039603960396039,7.7520703933747415,1.48,lightboost,no,9,4,0.1
9433752,r1,7727,0.5954983685181092,142.51550358018383,2.5714285714285716,0.8413702670814115,1369,0.8644047675816856,1.105730427764326,1.4761904761904763,2.9047619047619047,7.529323979199359,0.9803921568627451,lightboost,no,9,4,0.1
9516359,r1,30428,0.538460410994142,151.96056472385808,1.8181818181818181,1.2976787021073388,1520,1.1820308842135347,1.2197273456295108,1.2758620689655173,21.0,7.596801251006326,0.7894736842105263,lightboost,no,9,4,0.1
9262133,r1,36098,0.6266113603478032,137.13289324848805,1.8571428571428572,0.9411272106797948,1256,0.9157483624510298,1.3501611170784102,1.7647058823529411,1.4878048780487805,6.7268767507002805,0.9636363636363636,lightboost,no,9,4,0.1
9782086,r1,202,0.643266899062565,0.0,2.0,0.9604512450287763,698,0.943847648426147,2.6884615384615387,2.2,1.9523809523809523,6.166945773524721,2.8,lightboost,no,9,4,0.1
9271807,r1,47501,0.35684671173177074,123.93172110220515,0.7,1.35777561496918,989,1.194354503162968,0.8141447368421053,1.0769230769230769,0.5061728395061729,7.594336142239068,0.8363636363636363,lightboost,no,9,4,0.1
9644102,r1,48,0.5955157001294177,140.46488151647736,3.6,1.2381927661491825,1294,1.2206165048543691,2.001545595054096,3.2,1.4878048780487805,6.956921101774043,1.16,lightboost,no,9,4,0.1
9256386,r1,62,0.4480687360041123,128.47397937936998,0.5,1.0355296966833045,1195,0.9576542631881648,0.7051886792452831,0.6388888888888888,0.024390243902439,7.416145706476144,1.1020408163265305,lightboost,no,9,4,0.1
9272773,r1,33921,0.5833071038247082,136.77006552006551,1.0,0.9548999825381738,1251,0.8966868823521235,1.1423357664233578,1.1818181818181819,2.9047619047619047,7.223297549338539,1.1956521739130435,lightboost,no,9,4,0.1
9433850,r1,10576,0.5170235006332943,145.66669419326425,0.7333333333333333,0.9594241893113442,1167,0.9629307360835301,0.9175176747839748,1.03125,1.0,7.553318903318903,0.9402985074626866,lightboost,no,9,4,0.1
